x,y,z,qx,qy,qz,qw,speed
89646.9,43147.3,0,0,0,0.881974,0.471298,9.72222
89646.5,43148.2,0,0,0,0.88916,0.457596,9.72222
89646,43149,0,0,0,0.895702,0.444655,9.72222
89645.5,43149.9,0,0,0,0.901441,0.432903,9.72222
89644.9,43150.7,0,0,0,0.906264,0.422713,9.72222
89644.3,43151.6,0,0,0,0.910095,0.4144,9.72222
89643.8,43152.4,0,0,0,0.912882,0.408223,9.72222
89643.1,43153.1,0,0,0,0.914586,0.404392,9.72222
89642.5,43153.9,0,0,0,0.915235,0.402921,9.72222
89641.9,43154.7,0,0,0,0.915029,0.403388,9.72222
89641.2,43155.4,0,0,0,0.914304,0.405028,9.72222
89640.5,43156.2,0,0,0,0.913169,0.407582,9.72222
89639.9,43156.9,0,0,0,0.911858,0.410506,9.72222
89639.2,43157.6,0,0,0,0.910476,0.413562,9.72222
89638.5,43158.4,0,0,0,0.909116,0.416543,9.72222
89637.8,43159.1,0,0,0,0.907866,0.41926,9.72222
89637.2,43159.9,0,0,0,0.906805,0.42155,9.72222
89636.5,43160.6,0,0,0,0.906,0.423277,9.72222
89635.9,43161.4,0,0,0,0.905509,0.424326,9.72222
89635.2,43162.1,0,0,0,0.905381,0.4246,9.72222
89634.6,43162.9,0,0,0,0.905656,0.424013,9.72222
89633.9,43163.6,0,0,0,0.906369,0.422488,9.72222
89633.3,43164.4,0,0,0,0.907541,0.419964,9.72222
89632.7,43165.2,0,0,0,0.909177,0.416411,9.72222
89632,43165.9,0,0,0,0.911251,0.411851,9.72222
89631.4,43166.7,0,0,0,0.913698,0.406394,9.72222
89630.7,43167.5,0,0,0,0.916405,0.400251,9.72222
89630.1,43168.2,0,0,0,0.919221,0.393743,9.72222
89629.4,43169,0,0,0,0.921967,0.38727,9.72222
89628.8,43169.7,0,0,0,0.924469,0.381258,9.72222
89628.1,43170.5,0,0,0,0.926582,0.376093,9.72222
89627.4,43171.2,0,0,0,0.928013,0.372548,9.72222
89626.7,43171.9,0,0,0,0.927527,0.373756,9.72222
89626,43172.6,0,0,0,0.922396,0.386245,9.72222
89625.3,43173.3,0,0,0,0.911072,0.412247,9.72222
89624.6,43174,0,0,0,0.892468,0.45111,9.72222
89623.9,43174.7,0,0,0,0.865507,0.500897,9.72222
89623.2,43175.4,0,0,0,0.829628,0.558316,9.72222
89622.5,43176.1,0,0,0,0.785654,0.618666,8.33333
89621.8,43176.9,0,0,0,0.735673,0.677337,8.33333
89621.3,43177.7,0,0,0,0.682191,0.731174,8.33333
89620.9,43178.6,0,0,0,0.627253,0.778815,8.33333
89620.6,43179.6,0,0,0,0.572954,0.819587,8.33333
89620.4,43180.6,0,0,0,0.523295,0.852151,8.33333
89620.4,43181.6,0,0,0,0.472575,0.881291,8.33333
89620.5,43182.6,0,0,0,0.404717,0.914442,8.33333
89620.8,43183.5,0,0,0,0.330717,0.94373,8.33333
89621.2,43184.4,0,0,0,0.253022,0.96746,8.33333
89621.7,43185.3,0,0,0,0.173807,0.98478,8.33333
89622.3,43186.1,0,0,0,0.0956441,0.995416,8.33333
89623,43186.7,0,0,0,0.0211708,0.999776,8.33333
89623.9,43187.3,0,0,0,-0.0472077,0.998885,8.33333
89624.8,43187.7,0,0,0,-0.107837,0.994169,8.33333
89625.7,43188,0,0,0,-0.158797,0.987311,8.33333
89626.7,43188.1,0,0,0,-0.202017,0.979382,8.33333
89627.7,43188.1,0,0,0,-0.243125,0.969995,8.33333
89628.7,43187.9,0,0,0,-0.279065,0.960272,8.33333
89629.7,43187.6,0,0,0,-0.303583,0.952805,8.33333
89630.6,43187.3,0,0,0,-0.314534,0.949246,9.72222
89631.5,43186.9,0,0,0,-0.311198,0.950345,9.72222
89632.4,43186.4,0,0,0,-0.293788,0.95587,9.72222
89633.2,43185.8,0,0,0,-0.26362,0.964627,9.72222
89634,43185.2,0,0,0,-0.22318,0.974777,9.72222
89634.8,43184.6,0,0,0,-0.175883,0.984411,9.72222
89635.6,43184,0,0,0,-0.1253,0.992119,9.72222
89636.4,43183.5,0,0,0,-0.0779894,0.996954,9.72222
89637.3,43183,0,0,0,-0.0349012,0.999391,9.72222
89638.2,43182.6,0,0,0,0.0024804,0.999997,9.72222
89639.2,43182.3,0,0,0,0.0366385,0.999329,9.72222
89640.2,43182.1,0,0,0,0.071545,0.997437,9.72222
89641.2,43182,0,0,0,0.107416,0.994214,9.72222
89642.2,43182,0,0,0,0.143065,0.989713,9.72222
89643.2,43182,0,0,0,0.176936,0.984222,9.72222
89644.1,43182.1,0,0,0,0.207289,0.97828,9.72222
89645.1,43182.3,0,0,0,0.232426,0.972614,9.72222
89646.1,43182.6,0,0,0,0.250832,0.968031,9.72222
89647,43182.9,0,0,0,0.261236,0.965275,9.72222
89648,43183.3,0,0,0,0.262661,0.964888,9.72222
89648.9,43183.7,0,0,0,0.254821,0.966988,9.72222
89649.7,43184.2,0,0,0,0.238001,0.971265,9.72222
89650.6,43184.7,0,0,0,0.212278,0.977209,9.72222
89651.5,43185.2,0,0,0,0.176276,0.984341,9.72222
89652.3,43185.7,0,0,0,0.129657,0.991559,8.33333
89653.2,43186.1,0,0,0,0.0750048,0.997183,8.33333
89654.1,43186.6,0,0,0,0.0161045,0.99987,8.33333
89655,43187,0,0,0,-0.0432362,0.999065,8.33333
89656,43187.3,0,0,0,-0.0995039,0.995037,8.33333
89657,43187.5,0,0,0,-0.150766,0.988569,8.33333
89657.9,43187.6,0,0,0,-0.203401,0.979095,8.33333
89658.9,43187.5,0,0,0,-0.269986,0.962864,8.33333
89659.9,43187.4,0,0,0,-0.346506,0.938048,8.33333
89660.9,43187.1,0,0,0,-0.4276,0.903968,8.33333
89661.8,43186.8,0,0,0,-0.511112,0.859514,8.33333
89662.7,43186.3,0,0,0,-0.593681,0.804701,8.33333
89663.5,43185.8,0,0,0,-0.671455,0.741045,8.33333
89664.2,43185,0,0,0,0.741169,-0.671319,8.33333
89664.8,43184.2,0,0,0,0.800827,-0.598895,8.33333
89665.2,43183.3,0,0,0,0.849733,-0.527213,8.33333
89665.4,43182.3,0,0,0,0.883643,-0.468161,8.33333
89665.4,43181.3,0,0,0,0.909047,-0.416693,8.33333
89665.2,43180.3,0,0,0,0.935561,-0.353165,8.33333
89664.8,43179.4,0,0,0,0.95946,-0.281844,8.33333
89664.3,43178.6,0,0,0,0.978228,-0.207532,8.33333
89663.7,43177.8,0,0,0,0.990427,-0.138038,8.33333
89663,43177.1,0,0,0,0.99661,-0.0822767,8.33333
89662.2,43176.5,0,0,0,0.999034,-0.0439508,8.33333
89661.3,43176,0,0,0,0.999848,-0.0174478,8.33333
89660.4,43175.7,0,0,0,0.999999,-0.0014145,9.72222
89659.4,43175.4,0,0,0,0.999993,0.0037791,9.72222
89658.4,43175.3,0,0,0,0.999999,-0.0016446,9.72222
89657.4,43175.3,0,0,0,0.999844,-0.0176704,9.72222
89656.4,43175.2,0,0,0,0.998976,-0.04524,9.72222
89655.4,43175.2,0,0,0,0.996536,-0.0831612,9.72222
89654.4,43175.2,0,0,0,0.991584,-0.129467,9.72222
89653.4,43175.2,0,0,0,0.983099,-0.183075,9.72222
89652.4,43175.2,0,0,0,0.969281,-0.245954,9.72222
89651.4,43175,0,0,0,0.947744,-0.319032,9.72222
89650.5,43174.8,0,0,0,0.917875,-0.396871,9.72222
89649.5,43174.5,0,0,0,0.881155,-0.472828,9.72222
89648.6,43174.1,0,0,0,0.839596,-0.543212,9.72222
89647.8,43173.6,0,0,0,0.795313,-0.606198,9.72222
89647,43172.9,0,0,0,0.74952,-0.661982,9.72222
89646.4,43172.1,0,0,0,-0.698981,0.71514,9.72222
89645.9,43171.3,0,0,0,-0.642496,0.766289,9.72222
89645.6,43170.3,0,0,0,-0.581726,0.813385,9.72222
89645.4,43169.3,0,0,0,-0.52166,0.853154,9.72222
89645.4,43168.3,0,0,0,-0.467473,0.884007,9.72222
89645.5,43167.4,0,0,0,-0.418784,0.908086,9.72222
89645.7,43166.4,0,0,0,-0.370645,0.928775,9.72222
89646.1,43165.5,0,0,0,-0.323167,0.946342,9.72222
89646.6,43164.6,0,0,0,-0.278307,0.960492,9.72222
89647.2,43163.8,0,0,0,-0.237808,0.971312,9.72222
89647.9,43163.1,0,0,0,-0.203034,0.979172,9.72222
89648.7,43162.5,0,0,0,-0.173119,0.984901,9.72222
89649.5,43161.9,0,0,0,-0.14118,0.989984,9.72222
89650.3,43161.4,0,0,0,-0.103048,0.994676,9.72222
89651.2,43161,0,0,0,-0.0587967,0.99827,9.72222
89652.2,43160.6,0,0,0,-0.0100129,0.99995,9.72222
89653.1,43160.3,0,0,0,0.0417302,0.999129,9.72222
89654.1,43160,0,0,0,0.0957734,0.995403,8.33333
89655.1,43159.9,0,0,0,0.15422,0.988036,8.33333
89656.1,43159.8,0,0,0,0.223146,0.974785,8.33333
89657.1,43159.8,0,0,0,0.300065,0.953919,8.33333
89658,43160,0,0,0,0.379616,0.925144,8.33333
89659,43160.2,0,0,0,0.451988,0.892024,8.33333
89659.9,43160.6,0,0,0,0.50867,0.860962,8.33333
89660.8,43161.1,0,0,0,0.543939,0.839125,8.33333
89661.6,43161.7,0,0,0,0.555357,0.831612,8.33333
89662.2,43162.5,0,0,0,0.54273,0.839907,8.33333
89662.7,43163.3,0,0,0,0.506949,0.861976,8.33333
89663.2,43164.2,0,0,0,0.451452,0.892296,8.33333
89663.6,43165.1,0,0,0,0.382894,0.923792,8.33333
89664,43166.1,0,0,0,0.309404,0.950931,8.33333
89664.4,43166.9,0,0,0,0.238528,0.971136,8.33333
89664.9,43167.8,0,0,0,0.167418,0.985886,8.33333
89665.6,43168.5,0,0,0,0.0867314,0.996232,8.33333
89666.4,43169.2,0,0,0,0.0074914,0.999972,8.33333
89667.2,43169.7,0,0,0,-0.0704919,0.997512,8.33333
89668.1,43170.1,0,0,0,-0.14601,0.989283,8.33333
89669.1,43170.4,0,0,0,-0.216395,0.976306,8.33333
89670.1,43170.5,0,0,0,-0.278698,0.960379,8.33333
89671.1,43170.4,0,0,0,-0.331065,0.943608,8.33333
89672,43170.2,0,0,0,-0.375048,0.927005,8.33333
89673,43169.8,0,0,0,-0.41428,0.910149,9.72222
89673.8,43169.3,0,0,0,-0.448757,0.893654,9.72222
89674.6,43168.8,0,0,0,-0.479353,0.877622,9.72222
89675.4,43168.1,0,0,0,-0.508278,0.861193,9.72222
89676.1,43167.4,0,0,0,-0.536425,0.843948,9.72222
89676.7,43166.6,0,0,0,-0.564615,0.825354,9.72222
89677.3,43165.8,0,0,0,-0.593356,0.80494,9.72222
89677.8,43164.9,0,0,0,-0.622927,0.78228,9.72222
89678.2,43164,0,0,0,-0.653423,0.756993,9.72222
89678.6,43163.1,0,0,0,-0.684812,0.728719,9.72222
89679.1,43162.1,0,0,0,0.716982,-0.697091,8.05556
89679.8,43160.9,0,0,0,0.74975,-0.661721,8.05556
89680.1,43159.5,0,0,0,0.782749,-0.622338,8.05556
89680.4,43157.6,0,0,0,0.814821,-0.579712,8.05556
89680.3,43156.1,0,0,0,0.843948,-0.536425,8.05556
89680.3,43154.8,0,0,0,0.869793,-0.493416,8.05556
89680,43153.2,0,0,0,0.892739,-0.450575,8.05556
89678.4,43151.7,0,0,0,0.913171,-0.407577,8.05556
89676.8,43150.6,0,0,0,0.931222,-0.364452,8.05556
89675,43149.7,0,0,0,0.946733,-0.322021,8.05556
89672.9,43149,0,0,0,0.959847,-0.280526,9.72222
89672,43148.7,0,0,0,0.970266,-0.242043,9.72222
89671.1,43148.3,0,0,0,0.977612,-0.210417,9.72222
89670.1,43148,0,0,0,0.982625,-0.185601,9.72222
89669.2,43147.8,0,0,0,0.98664,-0.162915,9.72222
89668.2,43147.6,0,0,0,0.990394,-0.138273,9.72222
89667.2,43147.4,0,0,0,0.993317,-0.11542,8.33333
89666.2,43147.2,0,0,0,0.995394,-0.0958697,8.33333
89665.2,43147.1,0,0,0,0.996736,-0.0807288,8.33333
89664.2,43147,0,0,0,0.997523,-0.0703437,8.33333
89663.3,43146.8,0,0,0,0.997927,-0.0643513,8.33333
89662.3,43146.7,0,0,0,0.99803,-0.0627471,8.33333
89661.3,43146.5,0,0,0,0.997557,-0.069858,8.33333
89660.4,43146.1,0,0,0,0.995466,-0.0951134,8.33333
89659.5,43145.6,0,0,0,0.989798,-0.142476,8.33333
89658.7,43145,0,0,0,0.978323,-0.207084,8.33333
89658.1,43144.2,0,0,0,0.956747,-0.29092,8.33333
89657.6,43143.4,0,0,0,0.924091,-0.382174,8.33333
89657.2,43142.5,0,0,0,0.888068,-0.459711,8.33333
89656.9,43141.5,0,0,0,0.85322,-0.521551,8.33333
89656.7,43140.6,0,0,0,0.820935,-0.571022,8.33333
89656.5,43139.6,0,0,0,0.792669,-0.609652,9.72222
89656.4,43138.6,0,0,0,0.769308,-0.638878,9.72222
89656.4,43137.6,0,0,0,0.748924,-0.662656,9.72222
89656.3,43136.6,0,0,0,0.731329,-0.682025,9.72222
89656.4,43135.6,0,0,0,0.717771,-0.696279,9.72222
89656.4,43134.6,0,0,0,-0.706766,0.707448,9.72222
89656.4,43133.6,0,0,0,-0.698632,0.715481,9.72222
89656.4,43132.6,0,0,0,-0.694725,0.719276,9.72222
89656.4,43131.6,0,0,0,-0.695844,0.718193,9.72222
89656.4,43130.6,0,0,0,-0.702136,0.712043,9.72222
89656.3,43129.6,0,0,0,0.713267,-0.700892,9.72222
89656.2,43128.6,0,0,0,0.728448,-0.685101,9.72222
89656,43127.6,0,0,0,0.746522,-0.665361,9.72222
89655.7,43126.7,0,0,0,0.766117,-0.642701,9.72222
89655.4,43125.7,0,0,0,0.785878,-0.618382,9.72222
89655,43124.8,0,0,0,0.804861,-0.593463,9.72222
89654.5,43123.9,0,0,0,0.824224,-0.566264,9.72222
89653.9,43123.1,0,0,0,0.846902,-0.531749,9.72222
89653.3,43122.4,0,0,0,0.871478,-0.490434,9.72222
89652.5,43121.7,0,0,0,0.897269,-0.441483,9.72222
89651.7,43121.2,0,0,0,0.923251,-0.384198,9.72222
89650.8,43120.8,0,0,0,0.948006,-0.318253,9.72222
89649.8,43120.5,0,0,0,0.969041,-0.246901,9.72222
